ID,Composition,Space group number,a,b,c,alpha,beta,gamma,Ionic conductivity (S cm-1),DOI,CIF,Synthesis Method
ik8,Li20.0Ge0.83Sn1.17P4.0S24.0,137,8.72902,8.72902,12.7065,90.0,90.0,90.0,0.00743,10.1021/acs.chemmater.8b00266,Match,"**1. Method Name:**
Solid-State Reaction with Mechanochemical Activation (Ball Milling)

**2. Procedure Summary:**
The materials were synthesized by mixing stoichiometric amounts of lithium sulfide (Li2S), phosphorus pentasulfide (P2S5), elemental sulfur (S8), germanium sulfide (GeS), and tin sulfide (SnS). An additional 3 wt% excess of sulfur was included to compensate for potential loss during high-temperature processing. This mixture was then subjected to high-energy ball milling to create a uniform precursor. The resulting powder was pressed into pellets, which were subsequently sealed under vacuum in quartz ampoules. These ampoules underwent a two-stage heat treatment: an initial annealing step followed by cooling. For the specific composition Li10SnP2S12 (Li20.0Sn2.0P4.0S24.0), an additional reheating step was performed to minimize side phases. Finally, the annealed powder was ground and isostatically pressed into pellets for further characterization.

**3. Key Conditions:**
*   **Atmosphere:** All preparations and sample treatments were carried out under an argon atmosphere (O2 < 1 ppm, H2O < 5 ppm). Pellets were sealed under vacuum in quartz ampoules.
*   **Ball Milling:**
    *   Equipment: Fritsch Pulveristette 7 premium line.
    *   Speed: 400 rpm.
    *   Duration: 48 hours, with intermediate cooling times (15 minutes cooling after every 10 minutes of milling).
    *   Milling Media: ZrO2 milling set (80 mL bowl, 90 g of 3 mm diameter balls).
*   **First Heat Treatment (for all compositions):**
    *   Temperature: Heated to 773 K (500 °C).
    *   Heating Rate: 27 K·h−1.
    *   Dwell Time: Annealed for 20 hours.
    *   Cooling: Cooled to room temperature.
*   **Second Heat Treatment (for Li10SnP2S12 only):**
    *   Temperature: Reheated at 873 K (600 °C).
    *   Heating Rate: 50 K·h−1.
    *   Dwell Time: 48 hours."
nkr,Li20.0Ge2.0P4.0S24.0,137,8.694,8.694,12.599,90.0,90.0,90.0,0.00143,10.1016/j.ssi.2017.01.014,No Match,"**Method Name:** Solid State Method

**Procedure Summary:**
The materials were synthesized by weighing reagent-grade precursors: Li₂S, P₂S₅, GeS₂, and BaS (for Ba-substituted samples). All handling and synthesis steps were performed in an argon-filled glove box to prevent reaction with moisture and oxygen. The molar ratio of Ge:P:S was kept constant at 1:2:12, while the Li/Ba molar ratio was varied to achieve the desired compositions. The weighed precursors were mixed in zirconia pots and then subjected to mechanical milling for 24 hours using a ball milling apparatus. The resulting powder was subsequently pressed into pellets under high pressure. These pellets were then carefully sealed into quartz tubes and annealed. After annealing, the final products were allowed to cool naturally to room temperature.

**Key Conditions:**
*   **Precursors:** Li₂S (99.9%), P₂S₅ (99%), GeS₂ (99.99%), BaS (99.7%)
*   **Atmosphere:** Argon (Ar-filled glove box for all procedures, and Ar atmosphere during annealing)
*   **Milling:** Mechanical ball milling for 24 hours
*   **Pressing:** Powder pressed into pellets under 320 MPa
*   **Annealing Temperature:** 550 °C
*   **Annealing Time:** 8 hours"
906,Li19.6Ba0.2Ge2.0P4.0S24.0,137,8.716,8.716,12.728,90.0,90.0,90.0,0.000561,10.1016/j.ssi.2017.01.014,No Match,"**Method Name:** Solid State Method

**Procedure Summary:**
The materials were synthesized by weighing reagent-grade precursors: Li₂S, P₂S₅, GeS₂, and BaS (for Ba-substituted samples). All handling and synthesis steps were performed in an argon-filled glove box to prevent reaction with moisture and oxygen. The molar ratio of Ge:P:S was kept constant at 1:2:12, while the Li/Ba molar ratio was varied to achieve the desired compositions. The weighed precursors were mixed in zirconia pots and then subjected to mechanical milling for 24 hours using a ball milling apparatus. The resulting powder was subsequently pressed into pellets under high pressure. These pellets were then carefully sealed into quartz tubes and annealed. After annealing, the final products were allowed to cool naturally to room temperature.

**Key Conditions:**
*   **Precursors:** Li₂S (99.9%), P₂S₅ (99%), GeS₂ (99.99%), BaS (99.7%)
*   **Atmosphere:** Argon (Ar-filled glove box for all procedures, and Ar atmosphere during annealing)
*   **Milling:** Mechanical ball milling for 24 hours
*   **Pressing:** Powder pressed into pellets under 320 MPa
*   **Annealing Temperature:** 550 °C
*   **Annealing Time:** 8 hours"
fnu,Li19.2Ba0.4Ge2.0P4.0S24.0,137,8.727,8.727,12.908,90.0,90.0,90.0,0.000572,10.1016/j.ssi.2017.01.014,No Match,"**Method Name:** Solid State Method

**Procedure Summary:**
The materials were synthesized by weighing reagent-grade precursors: Li₂S, P₂S₅, GeS₂, and BaS (for Ba-substituted samples). All handling and synthesis steps were performed in an argon-filled glove box to prevent reaction with moisture and oxygen. The molar ratio of Ge:P:S was kept constant at 1:2:12, while the Li/Ba molar ratio was varied to achieve the desired compositions. The weighed precursors were mixed in zirconia pots and then subjected to mechanical milling for 24 hours using a ball milling apparatus. The resulting powder was subsequently pressed into pellets under high pressure. These pellets were then carefully sealed into quartz tubes and annealed. After annealing, the final products were allowed to cool naturally to room temperature.

**Key Conditions:**
*   **Precursors:** Li₂S (99.9%), P₂S₅ (99%), GeS₂ (99.99%), BaS (99.7%)
*   **Atmosphere:** Argon (Ar-filled glove box for all procedures, and Ar atmosphere during annealing)
*   **Milling:** Mechanical ball milling for 24 hours
*   **Pressing:** Powder pressed into pellets under 320 MPa
*   **Annealing Temperature:** 550 °C
*   **Annealing Time:** 8 hours"
pfi,Li18.8Ba0.6Ge2.0P4.0S24.0,137,8.734,8.734,13.005,90.0,90.0,90.0,0.000707,10.1016/j.ssi.2017.01.014,No Match,"**Method Name:** Solid State Method

**Procedure Summary:**
The materials were synthesized by weighing reagent-grade precursors: Li₂S, P₂S₅, GeS₂, and BaS (for Ba-substituted samples). All handling and synthesis steps were performed in an argon-filled glove box to prevent reaction with moisture and oxygen. The molar ratio of Ge:P:S was kept constant at 1:2:12, while the Li/Ba molar ratio was varied to achieve the desired compositions. The weighed precursors were mixed in zirconia pots and then subjected to mechanical milling for 24 hours using a ball milling apparatus. The resulting powder was subsequently pressed into pellets under high pressure. These pellets were then carefully sealed into quartz tubes and annealed. After annealing, the final products were allowed to cool naturally to room temperature.

**Key Conditions:**
*   **Precursors:** Li₂S (99.9%), P₂S₅ (99%), GeS₂ (99.99%), BaS (99.7%)
*   **Atmosphere:** Argon (Ar-filled glove box for all procedures, and Ar atmosphere during annealing)
*   **Milling:** Mechanical ball milling for 24 hours
*   **Pressing:** Powder pressed into pellets under 320 MPa
*   **Annealing Temperature:** 550 °C
*   **Annealing Time:** 8 hours"
f0h,Li18.4Ba0.8Ge2.0P4.0S24.0,137,8.752,8.752,13.011,90.0,90.0,90.0,0.000316,10.1016/j.ssi.2017.01.014,No Match,"**Method Name:** Solid State Method

**Procedure Summary:**
The materials were synthesized by weighing reagent-grade precursors: Li₂S, P₂S₅, GeS₂, and BaS (for Ba-substituted samples). All handling and synthesis steps were performed in an argon-filled glove box to prevent reaction with moisture and oxygen. The molar ratio of Ge:P:S was kept constant at 1:2:12, while the Li/Ba molar ratio was varied to achieve the desired compositions. The weighed precursors were mixed in zirconia pots and then subjected to mechanical milling for 24 hours using a ball milling apparatus. The resulting powder was subsequently pressed into pellets under high pressure. These pellets were then carefully sealed into quartz tubes and annealed. After annealing, the final products were allowed to cool naturally to room temperature.

**Key Conditions:**
*   **Precursors:** Li₂S (99.9%), P₂S₅ (99%), GeS₂ (99.99%), BaS (99.7%)
*   **Atmosphere:** Argon (Ar-filled glove box for all procedures, and Ar atmosphere during annealing)
*   **Milling:** Mechanical ball milling for 24 hours
*   **Pressing:** Powder pressed into pellets under 320 MPa
*   **Annealing Temperature:** 550 °C
*   **Annealing Time:** 8 hours"
7iw,Li18.0Ba1.0Ge2.0P4.0S24.0,137,8.77,8.77,13.053,90.0,90.0,90.0,9.98e-05,10.1016/j.ssi.2017.01.014,No Match,"**Method Name:** Solid State Method

**Procedure Summary:**
The materials were synthesized by weighing reagent-grade precursors: Li₂S, P₂S₅, GeS₂, and BaS (for Ba-substituted samples). All handling and synthesis steps were performed in an argon-filled glove box to prevent reaction with moisture and oxygen. The molar ratio of Ge:P:S was kept constant at 1:2:12, while the Li/Ba molar ratio was varied to achieve the desired compositions. The weighed precursors were mixed in zirconia pots and then subjected to mechanical milling for 24 hours using a ball milling apparatus. The resulting powder was subsequently pressed into pellets under high pressure. These pellets were then carefully sealed into quartz tubes and annealed. After annealing, the final products were allowed to cool naturally to room temperature.

**Key Conditions:**
*   **Precursors:** Li₂S (99.9%), P₂S₅ (99%), GeS₂ (99.99%), BaS (99.7%)
*   **Atmosphere:** Argon (Ar-filled glove box for all procedures, and Ar atmosphere during annealing)
*   **Milling:** Mechanical ball milling for 24 hours
*   **Pressing:** Powder pressed into pellets under 320 MPa
*   **Annealing Temperature:** 550 °C
*   **Annealing Time:** 8 hours"
bnu,Li18.0Ga9.0Al9.0Ge18.0O72.0,146,13.867,13.867,9.256,90.0,90.0,120.0,1e-15,10.1149/2.1111610jes,Match,"**1. Method Name:**
Solid-State Reaction Technique

**2. Procedure Summary:**
The LiGa(1-x)Al(x)GeO4 samples (including x=0, x=0.5, and x=1) were synthesized using a solid-state reaction. Stoichiometric amounts of lithium carbonate (Li2CO3), gallium oxide (Ga2O3), aluminum hydroxide (Al(OH)3), and germanium dioxide (GeO2) were thoroughly mixed using a pestle and mortar. This powder mixture was then pressed into pellets (23 mm diameter, ~5 mm thickness) via conventional uniaxial pressing. These pellets underwent an initial heating step, after which they were crushed back into powder. The resulting powder was then subjected to cold isostatic pressing (CIP) at 200 MPa for 3 minutes, with the pellet packed in a nylon bag to prevent water contamination, followed by another uniaxial pressing step. Finally, these re-pressed pellets were subjected to a final high-temperature heating step.

**3. Key Conditions:**
*   **Precursors:** Li2CO3, Ga2O3, Al(OH)3, GeO2
*   **Initial Heating (Pre-heating):** 973 K (700 °C) for 12 hours in an oxygen flow.
*   **Cold Isostatic Pressing (CIP):** 200 MPa for 3 minutes.
*   **Final Heating:** 1273 K (1000 °C) for 12 hours in an oxygen flow.
*   **Heating Rate:** 200 K/h
*   **Cooling Rate:** 60 K/h"
kxw,Li18.0Al18.0Ge18.0O72.0,146,13.772,13.772,9.195,90.0,90.0,120.0,1e-15,10.1149/2.1111610jes,Match,"**1. Method Name:**
Solid-State Reaction Technique

**2. Procedure Summary:**
The LiGa(1-x)Al(x)GeO4 samples (including x=0, x=0.5, and x=1) were synthesized using a solid-state reaction. Stoichiometric amounts of lithium carbonate (Li2CO3), gallium oxide (Ga2O3), aluminum hydroxide (Al(OH)3), and germanium dioxide (GeO2) were thoroughly mixed using a pestle and mortar. This powder mixture was then pressed into pellets (23 mm diameter, ~5 mm thickness) via conventional uniaxial pressing. These pellets underwent an initial heating step, after which they were crushed back into powder. The resulting powder was then subjected to cold isostatic pressing (CIP) at 200 MPa for 3 minutes, with the pellet packed in a nylon bag to prevent water contamination, followed by another uniaxial pressing step. Finally, these re-pressed pellets were subjected to a final high-temperature heating step.

**3. Key Conditions:**
*   **Precursors:** Li2CO3, Ga2O3, Al(OH)3, GeO2
*   **Initial Heating (Pre-heating):** 973 K (700 °C) for 12 hours in an oxygen flow.
*   **Cold Isostatic Pressing (CIP):** 200 MPa for 3 minutes.
*   **Final Heating:** 1273 K (1000 °C) for 12 hours in an oxygen flow.
*   **Heating Rate:** 200 K/h
*   **Cooling Rate:** 60 K/h"
um1,Li18.0Ga18.0Ge18.0O72.0,167,13.941,13.941,9.302,90.0,90.0,120.0,1e-15,10.1149/2.1111610jes,Match,"**1. Method Name:**
Solid-State Reaction Technique

**2. Procedure Summary:**
The LiGa(1-x)Al(x)GeO4 samples (including x=0, x=0.5, and x=1) were synthesized using a solid-state reaction. Stoichiometric amounts of lithium carbonate (Li2CO3), gallium oxide (Ga2O3), aluminum hydroxide (Al(OH)3), and germanium dioxide (GeO2) were thoroughly mixed using a pestle and mortar. This powder mixture was then pressed into pellets (23 mm diameter, ~5 mm thickness) via conventional uniaxial pressing. These pellets underwent an initial heating step, after which they were crushed back into powder. The resulting powder was then subjected to cold isostatic pressing (CIP) at 200 MPa for 3 minutes, with the pellet packed in a nylon bag to prevent water contamination, followed by another uniaxial pressing step. Finally, these re-pressed pellets were subjected to a final high-temperature heating step.

**3. Key Conditions:**
*   **Precursors:** Li2CO3, Ga2O3, Al(OH)3, GeO2
*   **Initial Heating (Pre-heating):** 973 K (700 °C) for 12 hours in an oxygen flow.
*   **Cold Isostatic Pressing (CIP):** 200 MPa for 3 minutes.
*   **Final Heating:** 1273 K (1000 °C) for 12 hours in an oxygen flow.
*   **Heating Rate:** 200 K/h
*   **Cooling Rate:** 60 K/h"
qea,Li6.0Ti12.0P18.0O72.0,167,8.512,8.512,20.858,90.0,90.0,120.0,2e-06,10.1149/1.2086597,No Match,"**1. Method Name:** Solid-State Reaction Method

**2. Procedure Summary:**
The materials were synthesized using a multi-step solid-state reaction process. First, stoichiometric amounts of high-purity precursor powders (Li2CO3, SiO2 for Si-substituted samples, M2O3 for M-substituted samples, TiO2, and (NH4)2HPO4) were thoroughly ground together. This mixture was then calcined at a high temperature in a platinum crucible. After the initial calcination, the resulting material was reground into a fine powder using a wet ball-milling process. The dried powder underwent a second calcination step, followed by another round of ball-milling to achieve a particle size smaller than 1 μm. To form dense pellets, a 3% polyvinyl alcohol (PVA) solution was added as a binder to the fine powder, and the mixture was pressed into disk-shaped pellets. Finally, these green pellets were sintered at specific high temperatures to achieve densification.

**3. Key Conditions:**
*   **Precursors:** Li2CO3, SiO2 (for Si-substituted samples), M2O3 (where M = Al, Cr, Ga, Fe, Sc, In, Lu, Y, La), TiO2, (NH4)2HPO4 (all reagent grade purity).
*   **Initial Calcination:** 1173 K (900°C) for 2 hours in a platinum crucible.
*   **Intermediate Grinding:** Wet ball-milling for 6 hours.
*   **Second Calcination:** 1173 K (900°C) for 2 hours.
*   **Final Grinding:** Ball-milling for 12 hours (resulting in particle size < 1 μm).
*   **Binder:** 3% PVA solution.
*   **Pellet Pressing:** 1 × 10^8 Pa.
*   **Sintering:** For 2 hours. Specific temperatures varied based on composition:
    *   **Li6.0Ti12.0P18.0O72.0 (LiTi2(PO4)3) and Li1+xTi2SixP3-xO12 (Si-substituted systems):** 1473 K (1200°C).
    *   **Li1+xAlxTi2-x(PO4)3 (Al-substituted systems):** 1253-1273 K (980-1000°C).
    *   **Li1+xCrxTi2-x(PO4)3 (Cr-substituted systems):** 1463-1523 K (1190-1250°C).
    *   **Li1+xGaxTi2-x(PO4)3 (Ga-substituted systems):** 1173-1203 K (900-930°C).
    *   **Li1+xFexTi2-x(PO4)3 (Fe-substituted systems):** 1323 K (1050°C).
    *   **Li1+xScxTi2-x(PO4)3 (Sc-substituted systems):** 1473-1483 K (1200-1210°C).
    *   **Li1+xInxTi2-x(PO4)3 (In-substituted systems):** 1273 K (1000°C).
    *   **Li1+xLuxTi2-x(PO4)3 (Lu-substituted systems):** 1173 K (900°C).
    *   **Li1+xYxTi2-x(PO4)3 (Y-substituted systems):** 1173 K (900°C).
    *   **Li1+xLaxTi2-x(PO4)3 (La-substituted systems):** 1173 K (900°C).
*   **Atmosphere:** Not explicitly specified (likely air, as heating was done in a platinum crucible)."
